unidad,jurisdiccion_nombre,responde_a,unidad_fundamento,unidad_fundamento_enlace,unidad_fundamento_publicacion,unidad_enlace,autoridad_apellido,autoridad_nombre,autoridad_genero,autoridad_fundamento,autoridad_fundamento_enlace,autoridad_fecha_inicio
Dirección Provincial de Planeamiento Estratégico del Sistema de Innovación,"Ministerio de Producción, Ciencia e Innovación Tecnológica","Subsecretaría de Ciencia, Tecnología e Innovación",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,MANCINI,Matías Ezequiel,Masculino,"Resolución 166/2024 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2024/166/435815,01/03/2024
Dirección Provincial de Política Científica y Desarrollo Tecnológico,"Ministerio de Producción, Ciencia e Innovación Tecnológica","Subsecretaría de Ciencia, Tecnología e Innovación",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ARES ROSSI,Iván Nahuel,Masculino,"Resolución 427/2022 Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/04XWLbhN.pdf,28/06/2022
Comisión de Investigaciones Científicas (CIC),"Ministerio de Producción, Ciencia e Innovación Tecnológica","Subsecretaría de Ciencia, Tecnología e Innovación",Decreto-Ley 7385,https://normas.gba.gob.ar/documentos/qxDgJty0.html,24/04/1968,https://www.gba.gob.ar/cic,SALVAREZZA,Roberto Carlos ,Masculino,Decreto 232/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/232/423904,01/03/2024
Dirección Provincial de Comunicación y Prensa de los Sectores Productivos,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Comunicación,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,SAMBUCETTI,María Emilia,Femenino,"Resolución 158/2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/xDqmA3FK.pdf,01/01/2022
Dirección Provincial de Promoción y Coordinación Turística,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Turismo,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,TINETTI,María Bernarda,Femenino,"Resolución 385/2025 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2025/385/539662,01/09/2025
"Dirección Provincial de Administración, Registro y Fiscalización","Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Turismo,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,PERICHINSKY,Ana Paula,Femenino,"Resolución 75/2024 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2024/75/426766,01/03/2024
Dirección Provincial de Innovación Estratégica en Turismo,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Turismo,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,CAPUCHO,Melina,Femenino,"Resolución 306/2024 del Ministerio de Producción, Ciencia e Innovación Tecnólogica",https://normas.gba.gob.ar/ar-b/resolucion/2024/306/452353,01/08/2024
Administración Punta Mogotes (APM),"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Turismo,,,,http://puntamogotes.gob.ar/,,,,,,
Dirección Provincial de Gestión Minera,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Minería,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ABRE,Juan Enrique,Masculino,"Resolución 73/2024 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2024/73/426764,11/12/2023
Dirección Provincial de Política Minera,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Minería,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,CRUZ RAMIREZ,Miguel Ángel,Masculino,"Resolución 73/2024 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2024/73/426764,08/12/2023
Dirección Provincial de Fiscalización,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Minería,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ANIDOS,Cristian Omar,Masculino,"Resolución 73/2024 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2024/73/426764,08/12/2023
"Unidad de Promoción, Gestión y Control de Zonas Francas","Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Industria y  PyMEs,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ROTMAN,Ariel Sebastián,Femenino,"Resolución 104/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/02JA5yhr.pdf,03/02/2020
Dirección Provincial de Desarrollo Productivo,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Industria y  PyMEs,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,PISTOLA,Facundo Martín,Masculino,"Resolución 104/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/02JA5yhr.pdf,13/01/2020
Dirección Provincial de Desarrollo Territorial y PyMEs,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Industria y  PyMEs,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,SANHUEZA,Mariana Vanina,Femenino,"Resolución 597/2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/Bl6Nw9uY.pdf,02/09/2022
Dirección Provincial de Desarrollo Industrial,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Industria y  PyMEs,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,MARI,Eduardo Alejandro,Masculino,"RESOLUCIÓN 139/2021 DEL MINISTERIO DE PRODUCCIÓN, CIENCIA E INNOVACIÓN TECNOLÓGICA",https://normas.gba.gov.ar/documentos/V9Ok5QIW.pdf,15/02/2021
Dirección Provincial de Promoción y Desarrollo Comercial,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Desarrollo Comercial y Promoción de Inversiones,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,MORENI,Carolina Paola,Femenino,"Resolución 356/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/B3zNw4S7.pdf,16/03/2020
Dirección Provincial de Defensa de los Derechos de las y los Consumidores y Usuarios,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Desarrollo Comercial y Promoción de Inversiones,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,BLANCO,Luciano Martín,Masculino,"Resolución 347/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/04QJ94cN.pdf,02/03/2020
Dirección Provincial de Promoción de Inversiones y Comercio Exterior,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Subsecretaría de Desarrollo Comercial y Promoción de Inversiones,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,_____,_,Masculino,,,
Dirección Provincial de Registro y Fiscalización Cooperativa,"Ministerio de Producción, Ciencia e Innovación Tecnológica",INSTITUTO PROVINCIAL DE ASOCIATIVISMO Y COOPERATIVISMO,Decreto 208/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/208/421246,08/03/2024,https://www.gba.gob.ar/produccion,MOYA MORMANDI,Milagros María,Femenino,Resolución 142/2024 del Instituto Provincial de Asociativismo y Cooperativismo,https://normas.gba.gob.ar/ar-b/resolucion/2024/142/438275,25/03/2024
Dirección Provincial de Promocion para el Desarrollo del Asociativismo y Cooperativismo,"Ministerio de Producción, Ciencia e Innovación Tecnológica",INSTITUTO PROVINCIAL DE ASOCIATIVISMO Y COOPERATIVISMO,Decreto 208/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/208/421246,08/03/2024,https://www.gba.gob.ar/produccion,RACHID,Hernán,Masculino,Resolución 586/2025 del Instituto Provincial de Asociativismo y Cooperativismo,https://normas.gba.gob.ar/ar-b/resolucion/2025/586/561581,01/01/2026
Dirección General de Administración,"Ministerio de Producción, Ciencia e Innovación Tecnológica",INSTITUTO PROVINCIAL DE ASOCIATIVISMO Y COOPERATIVISMO,Decreto 208/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/208/421246,08/03/2024,https://www.gba.gob.ar/produccion,SUAREZ,Antonio Alberto,Masculino,Resolución 2/2024 del Instituto Provincial de Asociativismo y Cooperativismo,https://normas.gba.gob.ar/ar-b/resolucion/2024/2/430006,11/03/2024
DIRECCIÓN LEGAL Y TECNICA,"Ministerio de Producción, Ciencia e Innovación Tecnológica",INSTITUTO PROVINCIAL DE ASOCIATIVISMO Y COOPERATIVISMO,Decreto 208/2024,https://normas.gba.gob.ar/ar-b/decreto/2024/208/421246,08/03/2024,https://www.gba.gob.ar/produccion,PEDROTTI,Ángela,Femenino,Resolución 2/2024 del Instituto Provincial de Asociativismo y Cooperativismo,https://normas.gba.gob.ar/ar-b/resolucion/2024/2/430006,01/04/2024
Dirección de Compras y Contrataciones – Delegación I,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,_____,_,Masculino,,,
Dirección de Compras y Contrataciones - Delegación III,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,POURTAU,Joaquín,Masculino,"Resolución 123/2026 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2026/123/576195,06/03/2026
Dirección de Contabilidad y Servicios Generales – Delegación I,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,SISTI,Luciana,Femenino,"Resolución 263/2026 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2026/263/605115,25/05/2026
Dirección de Contabilidad y Servicios Generales – Delegación III,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion, MARTINEZ GOMEZ ,Carlos Alberto ,Masculino,"Resolución 437/2024 del Ministerio de Producción, Ciencia e Innovación Tecnólogica",https://normas.gba.gob.ar/ar-b/resolucion/2024/437/472632,13/11/2024
Dirección de Informática –Delegación I,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,MORENA,Norberto Alejandro,Masculino,"Resolución 316/2026 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2026/316/612034,01/06/2026
Dirección de Informática –Delegación III,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección General de Administración ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion, NUCCITELLI,Claudio Alberto,Masculino,"Resolución 306/2026 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2026/306/611974,01/07/2026
"Dirección Técnica, Administrativa y Legal - Delegación I","Ministerio de Producción, Ciencia e Innovación Tecnológica","Dirección Provincial Técnica, Administrativa y Legal",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,_____,_,Masculino,,,
"Dirección Técnica, Administrativa y Legal - Delegación III","Ministerio de Producción, Ciencia e Innovación Tecnológica","Dirección Provincial Técnica, Administrativa y Legal",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,PERALTA ,María Clara,Femenino,"Resolución 433/2024 del Ministerio de Producción, Ciencia e Innovación Tecnólogica",https://normas.gba.gob.ar/ar-b/resolucion/2024/433/471393,18/10/2024
Dirección Delegada de la Dirección Provincial de Personal – Delegación I,"Ministerio de Producción, Ciencia e Innovación Tecnológica","Dirección Provincial Técnica, Administrativa y Legal",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ASSANTE,Valeria,Femenino,"Resolución 318/2026 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2026/318/614842,25/06/2026
Dirección Delegada de la Dirección Provincial de Personal – Delegación III,"Ministerio de Producción, Ciencia e Innovación Tecnológica","Dirección Provincial Técnica, Administrativa y Legal",Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,BAEZ,José Aníbal ,Masculino,"Resolución 286/2023 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2023/286/363894,05/05/2023
SUBGERENCIA GENERAL,"Ministerio de Producción, Ciencia e Innovación Tecnológica",GERENCIA GENERAL,Decreto 962/1999,https://normas.gba.gob.ar/ar-b/decreto/1999/962/60740,08/06/1999,http://www.astillero.gba.gov.ar/,,,,,,
GERENCIA DE PRODUCCIÒN,"Ministerio de Producción, Ciencia e Innovación Tecnológica",GERENCIA GENERAL,Decreto 962/1999,https://normas.gba.gob.ar/ar-b/decreto/1999/962/60740,08/06/1999,http://www.astillero.gba.gov.ar/,DOTTI,Rafael Aníbal,Masculino,Resolución 59/2020 del Ente Administrador del Astillero Río Santiago,https://normas.gba.gov.ar/ar-b/resolucion/2020/59/451236,01/10/2020
GERENCIA COMERCIAL,"Ministerio de Producción, Ciencia e Innovación Tecnológica",GERENCIA GENERAL,Decreto 962/1999,https://normas.gba.gob.ar/ar-b/decreto/1999/962/60740,08/06/1999,http://www.astillero.gba.gov.ar/,RUIZ,Emmanuel,Masculino,Resolución 5/2020 del Ente Administrador del Astillero Río Santiago,https://normas.gba.gov.ar/ar-b/resolucion/2020/5/451234,02/01/2020
GERENCIA TÉCNICA,"Ministerio de Producción, Ciencia e Innovación Tecnológica",GERENCIA GENERAL,Decreto 962/1999,https://normas.gba.gob.ar/ar-b/decreto/1999/962/60740,08/06/1999,http://www.astillero.gba.gov.ar/,VARELA,Jorge Leandro,Masculino,Resolución 322/2013 del Ente Administrador del Astillero Río Santiago,https://normas.gba.gov.ar/ar-b/resolucion/2013/322/451238,01/11/2013
Dirección de Estrategias Portuarias,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Planificación e Infraestructura Portuaria,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,PALADIN FORRESTER,Amy Carolyn,Femenino,"Resolución 123/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/ByzPbjUl.pdf,03/02/2020
Dirección de Proyectos e Infraestructura Logística,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Planificación e Infraestructura Portuaria,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,_____,_,Masculino,,,
 Dirección de Estudios y Monitoreo Portuario,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Control de Gestión Portuaria ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,_____,_,Masculino,,,
Dirección de Fiscalización Portuaria,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Control de Gestión Portuaria ,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,STEINBERG,Natalia María,Femenino,"Resolución 65/2025 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/ar-b/resolucion/2025/65/497884,03/02/2025
Dirección de Enlace Portuario,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Vinculación Institucional,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,ORTIZ,Juan Manuel,Masculino,"Resolución 123/2020 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/ByzPbjUl.pdf,03/02/2020
Dirección de Planeamiento Estratégico ,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Planeamiento Estratégico del Sistema de Innovación,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,DEL RE,Ángel Clemente,Masculino,"Resolución 739/2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/0zleAphX.pdf,01/12/2022
Dirección de Fortalecimiento del Sistema de Innovación,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Planeamiento Estratégico del Sistema de Innovación,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,PAULOS,Ana Lucía,Femenino,"Resolución 23/2019 del Ministerio de Ciencia, Tecnología e Innovación",https://normas.gba.gob.ar/documentos/x6OpavFY.pdf,15/01/2019
Dirección de Transferencia Tecnológica y Propiedad Industrial,"Ministerio de Producción, Ciencia e Innovación Tecnológica",Dirección Provincial de Planeamiento Estratégico del Sistema de Innovación,Decreto 54/2020,https://normas.gba.gob.ar/documentos/VRGbj6hy.pdf,31/01/2020,https://www.gba.gob.ar/produccion,RAIMUNDO,Marisa Claudia,Femenino,"Resolución 738/2022 del Ministerio de Producción, Ciencia e Innovación Tecnológica",https://normas.gba.gob.ar/documentos/ByGWA2Hl.pdf,24/10/2022
